order_id,order_date,shipping_date,status,quantity,unit_price,payment_method,customer_id,customer_name,customer_email,customer_city,customer_state,product_id,product_name,category,supplier,review
53,2025-07-25T06:43:16.000-03:00,2025-07-30T06:43:16.000-03:00,Entregue,2,99.9,Boleto,244,Sophie Machado,scavalcante@example.com,Guerra de Lima,SP,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
243,2025-09-10T03:47:52.000-03:00,2025-09-12T03:47:52.000-03:00,Entregue,1,99.9,Boleto,570,Ester Cavalcanti,andradeluiz-fernando@example.org,Nunes da Mata,GO,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
296,2025-09-30T01:41:09.000-03:00,2025-10-03T01:41:09.000-03:00,Entregue,2,99.9,Boleto,422,Maria Clara Cassiano,caleb56@example.net,Cavalcanti do Galho,RS,5,Camiseta Basic,Moda,ModaTop,Não recomendo
322,2025-09-25T03:04:54.000-03:00,2025-10-02T03:04:54.000-03:00,Em trânsito,4,99.9,Pix,164,Arthur Andrade,fcamargo@example.com,Albuquerque do Galho,MG,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
451,2025-07-18T00:44:42.000-03:00,2025-07-25T00:44:42.000-03:00,Entregue,3,99.9,Boleto,226,José Miguel Sousa,leo95@example.com,Campos,MG,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
673,2025-10-10T19:53:27.000-03:00,2025-10-17T19:53:27.000-03:00,Entregue,3,99.9,Boleto,26,Ísis da Paz,benicio07@example.net,Teixeira de Pacheco,PR,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
804,2025-01-22T10:08:36.000-03:00,,Cancelado,4,99.9,Cartão de crédito,949,Bryan Jesus,ravi83@example.com,Novaes da Mata,SC,5,Camiseta Basic,Moda,ModaTop,
833,2025-12-03T17:19:18.000-03:00,2025-12-06T17:19:18.000-03:00,Em trânsito,1,99.9,Pix,490,Danilo Garcia,ferreirasarah@example.com,Sousa,RJ,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
976,2025-01-12T22:27:39.000-03:00,2025-01-16T22:27:39.000-03:00,Entregue,2,99.9,Boleto,917,Maria Fernanda Cardoso,auroraoliveira@example.org,Fernandes de Correia,SP,5,Camiseta Basic,Moda,ModaTop,Não recomendo
1127,2025-03-07T23:00:43.000-03:00,2025-03-13T23:00:43.000-03:00,Entregue,4,99.9,Pix,445,Pedro Cassiano,mateus78@example.net,Barbosa Paulista,CE,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
1165,2025-09-01T13:19:42.000-03:00,2025-09-06T13:19:42.000-03:00,Entregue,4,99.9,Cartão de crédito,625,Sra. Maria Flor Rodrigues,evelynda-cruz@example.com,Casa Grande de Nogueira,RJ,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
1183,2025-02-24T15:59:44.000-03:00,2025-02-26T15:59:44.000-03:00,Entregue,4,99.9,Pix,223,Maria Alice Vieira,lvasconcelos@example.net,Pastor de Peixoto,GO,5,Camiseta Basic,Moda,ModaTop,Não recomendo
1322,2025-11-26T12:33:07.000-03:00,2025-12-03T12:33:07.000-03:00,Entregue,3,99.9,Boleto,131,Dr. Lucas Aparecida,guerratheo@example.com,Novaes do Galho,DF,5,Camiseta Basic,Moda,ModaTop,Não recomendo
